reviews.text,reviews.rating,sentiment,cleared_text
Taste just like I thought it would - would buy again,5.0,positive,taste like thought would would buy
Tasty,5.0,positive,tasty
This is great for Moscow miles. It is very gingery and tastes much better than its higher priced competitor,5.0,positive,great moscow mile gingery taste much better higher priced competitor
these franks are by far the best tasting franks we have had in a long time. love grilling them and having them just like at the ball park,5.0,positive,frank far best tasting frank long time love grilling like ball park
Good size and taste for a get together foot ball game easy to preper saves you time and money great cuantity too.,5.0,positive,good size taste get together foot ball game easy preper save time money great cuantity
Good brand. Has a good flavor and a cheaper price. Been buying this brand for years. Never had a complaint.,4.0,positive,good brand good flavor cheaper price buying brand year never complaint
"Weiner's are very good, reasonable price",5.0,positive,weiners good reasonable price
I purchase these and separate and freeze them. I have.3 boys so they are always handy.,5.0,positive,purchase separate freeze boy always handy
Great for grilling and a great value,5.0,positive,great grilling great value
"This is a light, slightly bubbly tasting wine, not too sweet, not too bitter and dry.",4.0,positive,light slightly bubbly tasting wine sweet bitter dry
Are you not selling Oak Leaf wine in a box anymore We have been to 2 different Wal Marts without finding any. This in a box is great. Please do not stop carrying it.,5.0,positive,selling oak leaf wine box anymore different wal mart without finding box great please stop carrying
Perfect sipping tequila ... chilled and neat !,5.0,positive,perfect sipping tequila chilled neat
"My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe I'm drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if you're looking.",5.0,positive,buddy ordered shot stuff horn game frankly come tequila usually brace rough shot maybe im drinking wrong stuff really easy put back lingering aftertaste reasonably priced good value tequila youre looking
Straight over ice.,5.0,positive,straight ice
The white label or the devil's cut dashed with some lemonade and lime cordial is how I enjoy my Jim.,5.0,positive,white label devil cut dashed lemonade lime cordial enjoy jim
Best Drink you can get,5.0,positive,best drink get
to make manhattens,4.0,positive,make manhattens
Best bourbon I have found...have toured distillery and love the brand..,5.0,positive,best bourbon foundhave toured distillery love brand
Red Stag and Coke Zero is my go to drink. Only wish more bars and restaurants stocked it. Nothing like a good bourbon with a cherry kick !,5.0,positive,red stag coke zero go drink wish bar restaurant stocked nothing like good bourbon cherry kick
I like it with dr.peper to sip and relax,5.0,positive,like drpeper sip relax
Better than the other's,5.0,positive,better others
Drank it for years and always smooth and tasty. Now it is running off the shelves at our liquor store.,5.0,positive,drank year always smooth tasty running shelf liquor store
I keep Jim Beam on hand every day of the week.,5.0,positive,keep jim beam hand every day week
"I typically have this neat or with an ice cube. Its light amber appearance, sweet, woody, mossy nose, and its mild moss, white oak, mellow wintergreen mint, and dried, faintly-candied fruit flavor draws the drinker into an exploration of pin-point distilling execution. Jim Beam Original has a gradual finish, with a ghost of chocolate powder, during the fade out. Highly recommended. RJT",5.0,positive,typically neat ice cube light amber appearance sweet woody mossy nose mild moss white oak mellow wintergreen mint dried faintlycandied fruit flavor draw drinker exploration pinpoint distilling execution jim beam original gradual finish ghost chocolate powder fade highly recommended rjt
It's does have a great toaste to it the only drink I'll drink.,5.0,positive,great toaste drink ill drink
I had a neat 2 finger glass two weeks ago of JB Black label for the first time (I've always drank Jack Daniels) and I loved it! No more Jack for me!,5.0,positive,neat finger glass two week ago jb black label first time ive always drank jack daniel loved jack
Best tasteing and defenetly the smoothest around I love it!,5.0,positive,best tasteing defenetly smoothest around love
I always keep a bottle of Jim Bean in my liquor cabinet. Value for price is incredible and it mixes great.,5.0,positive,always keep bottle jim bean liquor cabinet value price incredible mix great
If you love the taste of grapes This is your gonna love this great Wine. A KEEPER in my cabin.,5.0,positive,love taste grape gon na love great wine keeper cabin
I'm not a drinker and this taste delicious. I like it!!,5.0,positive,im drinker taste delicious like
I use with blue agave light golden syrup an one lime over ice with gold sauza tequila perfect drink!!!,5.0,positive,use blue agave light golden syrup one lime ice gold sauza tequila perfect drink
It's a bit sweet but blends up well.,3.0,positive,bit sweet blend well
"My husband and his friend, who had never had a Pia Colada ,thought this was awesome! Perfect and easy to make for sitting around the pool on a very warm humid day",5.0,positive,husband friend never pia colada thought awesome perfect easy make sitting around pool warm humid day
Great product Pricing Fast Delivery !!!!,5.0,positive,great product pricing fast delivery
One great product. Hard to find in the 16 ounce bottles. Makes a great Old Fashion. Note: use with Splenda--makes a very low calorie drink!!,5.0,positive,one great product hard find ounce bottle make great old fashion note use splendamakes low calorie drink
"They barely have a hint of buffalo flavor. If you like your wings to taste of nothing but pepper than these are for you. They have plenty of flavor to them just not what your expecting for buffalo flavor. Now the wings themselves are not bad. They are decently meaty. Maybe a little to heavy on the breading, but not to bad though. The sizes of the wings vary greatly but not really a big deal. I'd by them again if they change the flavoring, but i'd say just stick to the plain and get your own sauce.",3.0,positive,barely hint buffalo flavor like wing taste nothing pepper plenty flavor expecting buffalo flavor wing bad decently meaty maybe little heavy breading bad though size wing vary greatly really big deal id change flavoring id say stick plain get sauce
I did not have the same experience as the other reviewer. What we got was just as advertised - chunks of white meat in breading. My kids love these.,4.0,positive,experience reviewer got advertised chunk white meat breading kid love
They had chicken. They were breaded. They didn't even need a dipping sauce.,4.0,positive,chicken breaded didnt even need dipping sauce
"The last time I bought buffalo wings, I bought a name brand. I was very disappointed with them as they had almost no heat at all. I bought the Great Value brand last time and I was apprehensive. But I could not believe how much flavor they had and how spicy they were. They were delicious!!",5.0,positive,last time bought buffalo wing bought name brand disappointed almost heat bought great value brand last time apprehensive could believe much flavor spicy delicious
"quick, easy, and delicious",5.0,positive,quick easy delicious
"I have to be honest for boneless chicken wyngz, these are definitely my favorite. I prefer them over the tyson brand. The only complaint I have is they are very hard to get in my local store. They are regularly out of them. That can be frustrating.",4.0,positive,honest boneless chicken wyngz definitely favorite prefer tyson brand complaint hard get local store regularly frustrating
there delicious,5.0,positive,delicious
"These Great Value Buffalo Style Boneless Wyngz are extremely hot. If you like spicy, hot, flavors in your food then these are for you. I thought they cooked up well, but I just did not care for the spicy hotness of them.",3.0,positive,great value buffalo style boneless wyngz extremely hot like spicy hot flavor food thought cooked well care spicy hotness
We usually buy the Tyson Any'tizer boneless wings but bought these to save a little money. BIG MISTAKE! These wings have twice the sodium as the Tyson chicken and you can definitely tell by the taste. We ended up throwing the whole bag away. Next time we'll spend the extra dollar.,1.0,negative,usually buy tyson anytizer boneless wing bought save little money big mistake wing twice sodium tyson chicken definitely tell taste ended throwing whole bag away next time well spend extra dollar
Tried these on a whim found much better than the usual name brand I buy.,5.0,positive,tried whim found much better usual name brand buy
"We opened the bag and see nice sized chunks of chicken. We were mistaken, we see maybe 3 or 4 pieces of good sized chunks but the rest were tiny and mostly breading.",2.0,negative,opened bag see nice sized chunk chicken mistaken see maybe piece good sized chunk rest tiny mostly breading
These pack some heay. Good but spicy!,5.0,positive,pack heay good spicy
Hot and irregular cuts of chicken,1.0,negative,hot irregular cut chicken
Not all of the walmarts around me have them so I always go to the one that carries them even though it's further away!! Yum yum yum,5.0,positive,walmarts around always go one carry even though away yum yum yum
"These chicken wyngz were gross. Way too much breading, and the taste of buffalo sauce was barely noticeable. At the price Walmart sells these at, I can't recommend them on any level.",1.0,negative,chicken wyngz gross way much breading taste buffalo sauce barely noticeable price walmart sell cant recommend level
We go through a bag of these the first day I bring them home. They have the perfect amount of spicy. I do wish there were more in the bag,5.0,positive,go bag first day bring home perfect amount spicy wish bag
Was very dry,1.0,negative,dry
The chicken did not have much flavor and tasted cheap.,1.0,negative,chicken much flavor tasted cheap
The wings were nasty,1.0,negative,wing nasty
"Game and some wings, life is good",4.0,positive,game wing life good
"They are good, just thought that it would be spicier.",4.0,positive,good thought would spicier
My son loves them. Great flavor and great price!,4.0,positive,son love great flavor great price
My son and grandson love these wings!,5.0,positive,son grandson love wing
"favor is better, meat is tender even in microwave. .price is reasonable",4.0,positive,favor better meat tender even microwave price reasonable
Great price too!,5.0,positive,great price
My favorite,5.0,positive,favorite
Very tender and juice. Will buy again,5.0,positive,tender juice buy
Taste great,5.0,positive,taste great
"TASTES GREAT ! ! ! EXTREMELY HARD TO BEAT THE PRICE, BUT IT SEEMS TO BE VERY HARD TO FIND - IN STOCK - ONE OF THE MANAGERS TOLD ME THAT A LARGE DISPLAY OF IT JUST SAT ALL SUMMER - I PERSONALLY DON'T UNDERSTAND IT - EVER SINCE I FOUND IT - I GO OUT OF MY WAY TO BUY IT. I PERSONALLY LIKE IT MORE THAN SOME OF THE MORE EXPENSIVE BEERS ! ! !",5.0,positive,taste great extremely hard beat price seems hard find stock one manager told large display sat summer personally dont understand ever since found go way buy personally like expensive beer
For the price you can't beat this beer.Mild good taste.Enjoy.,4.0,positive,price cant beat beermild good tasteenjoy
Perfect sipping tequila ... chilled and neat !,5.0,positive,perfect sipping tequila chilled neat
"My buddy ordered some shots of this stuff during a horns game. Frankly when it comes to tequila, I usually brace myself for a rough shot. Maybe I'm drinking the wrong stuff, because this was really easy to put back. No lingering aftertaste. Reasonably priced. Good value tequila if you're looking.",5.0,positive,buddy ordered shot stuff horn game frankly come tequila usually brace rough shot maybe im drinking wrong stuff really easy put back lingering aftertaste reasonably priced good value tequila youre looking
Straight over ice.,5.0,positive,straight ice
"excellent cucumber taste, makes the perfect summer cocktails!",5.0,positive,excellent cucumber taste make perfect summer cocktail
expensive,5.0,positive,expensive
"This really is the best root beer I have ever tasted! I usually buy it in our grocery store (about 4.50 per four pack), but it's sold out a lot! The ingredients are clean and natural, while most of the other root beers have junk ingredients, caramel color. I quit drinking traditional sodas years ago, because of the nasty ingredients and taste. Virgil's is absolute heaven in a root beer float. Virgil's root beer is micro brewed, smooth and creamy and I am addicted to it, I think. It's worth every penny.Description and ingredients:Virgils is a superb blend of spices and herbs gathered from the world over anise, licorice, vanilla (bourbon), cinnamon, clove, wintergreen, sweet birch, molasses, nutmeg, pimento berry oil, balsam oil and cassia oil.Ingredients: Purified carbonated water, unbleached cane sugar, caramelized unrefined cane sugar, citric acid, herbs and spices! Gluten Free. No Preservatives, No Caffeine, No GMOs, and No artificial anything!",5.0,positive,really best root beer ever tasted usually buy grocery store per four pack sold lot ingredient clean natural root beer junk ingredient caramel color quit drinking traditional soda year ago nasty ingredient taste virgil absolute heaven root beer float virgil root beer micro brewed smooth creamy addicted think worth every pennydescription ingredientsvirgils superb blend spice herb gathered world anise licorice vanilla bourbon cinnamon clove wintergreen sweet birch molasses nutmeg pimento berry oil balsam oil cassia oilingredients purified carbonated water unbleached cane sugar caramelized unrefined cane sugar citric acid herb spice gluten free preservative caffeine gmos artificial anything
"Virgils Natural Micro Brewed Rootbeer Soda, 12 Ounce -- 24 per case, from Virgils Rootbeer.I have mixed feelings about Virgil's Rootbeer. To start with, the root and bark of the Sassafras tree are no longer used, as they cause cancer and liver damage. The Sarsaparilla vine used to be used, but nowadays, most root beers use an artificial sarsaparilla flavor. Virgil's is naturally brewed from Sweet Birch, and a lot of other natural flavors. The licorice does not improve it, it contains too much sugar, and it is packaged in a breakable glass bottle. Processed food makers in general use far too much sugar and salt than is good for us. Virgil's RootBeer is natural and definitely different, but as a root beer, I can only give it three and a half Amazon stars, rounded off to four stars, as Amazon requires ratings to be in whole numbers.The Nutrition Facts, and Ingredients, as listed on the bottle:Nutrition Facts:Serving size: 12 oz. (355mL).Amount Per Serving:Calories 160.Total Fat 0g.Sodium 0g.Total Carbohydrate 42g (Sugars 42g).Protein 0g.Ingredients:Purified carbonated water, unbleached cane sugar, caramelized unrefined cane sugar, herbs, spices and citric acid.Also listed ingredients: Anise, Licorice, Vanilla (Bourbon), Cinnamon, Clove, Wintergreen, Sweet Birch, Molasses, Nutmeg, Pimento Berry Oil, Balsam Oil and Oil of Cassia.CONTAINS NO PRESERVATIVES OR CAFFEINE. ALL NATURAL. GLUTEN FREE.Sold by Please and Thank You LLC.Made by REED'S Inc., 13000 South Spring Street, LA, CA 90061 phone: 1.800.99.REEDS (1.800.997.3337) NYSE: REED web: Virgils.com single container UPC Code: 0 90341 12121 2 Made in CA, USA.",4.0,positive,virgil natural micro brewed rootbeer soda ounce per case virgil rootbeeri mixed feeling virgil rootbeer start root bark sassafras tree longer used cause cancer liver damage sarsaparilla vine used used nowadays root beer use artificial sarsaparilla flavor virgil naturally brewed sweet birch lot natural flavor licorice improve contains much sugar packaged breakable glass bottle processed food maker general use far much sugar salt good u virgil rootbeer natural definitely different root beer give three half amazon star rounded four star amazon requires rating whole numbersthe nutrition fact ingredient listed bottlenutrition factsserving size oz mlamount per servingcalories total fat gsodium gtotal carbohydrate g sugar gprotein gingredientspurified carbonated water unbleached cane sugar caramelized unrefined cane sugar herb spice citric acidalso listed ingredient anise licorice vanilla bourbon cinnamon clove wintergreen sweet birch molasses nutmeg pimento berry oil balsam oil oil cassiacontains preservative caffeine natural gluten freesold please thank llcmade reed inc south spring street la ca phone reed nyse reed web virgilscom single container upc code made ca usa
Found this in a health food store and my son and I LOVED it! It is THE BEST tasting and healthy root beer ever! I am giving this as gifts to friends and family.,5.0,positive,found health food store son loved best tasting healthy root beer ever giving gift friend family
"I only stumbled upon this after reading it's apparently created by Walmart, it's a private label brand from what I read, not sure how true that is, but the taste was good all throughout, but I still have 2 or 3 left in the case to try, at a little less than a dollar per can, the price can't be beat, if you want to try something different lol....",5.0,positive,stumbled upon reading apparently created walmart private label brand read sure true taste good throughout still left case try little le dollar per price cant beat want try something different lol
need salt or a lime but the addition of it makes it even better...,5.0,positive,need salt lime addition make even better
drink,5.0,positive,drink
Very good flavor without a over powering finish.. Never need salt or a lime but the addition of it makes it even better...one of my favorite silver tequilas,5.0,positive,good flavor without powering finish never need salt lime addition make even betterone favorite silver tequila
Use for shots.,5.0,positive,use shot
This is hands down my favorite tequila. Amazing taste at an amazing price. No lime salt needed.,5.0,positive,hand favorite tequila amazing taste amazing price lime salt needed
"I absolutely love this wine. With Moscato D'Asti being my favorite, I have tried several brands. Stella Rosa is my absolute favorite. I won't try any others. It's crisp and sweet with no icky aftertaste. I love it!",5.0,positive,absolutely love wine moscato dasti favorite tried several brand stella rosa absolute favorite wont try others crisp sweet icky aftertaste love
Very good sweet moscato,5.0,positive,good sweet moscato
tasted great twist OFF cap may easy to me If you put it down so it was knock down It Would Not Spill Out If You Have cap On Good a Very Good Idea Very Good Buy I Understood Some Towards Contributions Go Towards Veterans,5.0,positive,tasted great twist cap may easy put knock would spill cap good good idea good buy understood towards contribution go towards veteran
"For those of you who want to enjoy a nice beverage that is not as sweet, try this mix. My husband has been purchasing this for some time now. Added to that, we pay the 50 yearly one time purchase to have future items from Walmart shipped to your home free. So worth the cost.",5.0,positive,want enjoy nice beverage sweet try mix husband purchasing time added pay yearly one time purchase future item walmart shipped home free worth cost
This product seems to help my liver if I take it before eating.,3.0,positive,product seems help liver take eating
"Very happy to get more bitters in my diet, and they are organic!",5.0,positive,happy get bitter diet organic
this didn't taste like olive juice from an actual jar of olives. it tasted a bit sweeter or like it was synthetic. i wouldn't recommend.,2.0,negative,didnt taste like olive juice actual jar olive tasted bit sweeter like synthetic wouldnt recommend
"I really like this product - it's the best out there. However, the combination of the occasional bad (mold) bottle, and the glass breakage/leaking, for the price point it's not worth the hassle. If I can buy it locally I will, otherwise I have to give up on Dirty Sue :-(",3.0,positive,really like product best however combination occasional bad mold bottle glass breakageleaking price point worth hassle buy locally otherwise give dirty sue
Way better then using juice from the olives. Best martinis i have made yet.,5.0,positive,way better using juice olive best martini made yet
Great addition to my martini Monday . . .,4.0,positive,great addition martini monday
Absolutely perfect. Will reorder often.,5.0,positive,absolutely perfect reorder often
Really good stuff!!,5.0,positive,really good stuff
"Hubby says it's ok, but he prefers the olive juice in a jar of olives.",4.0,positive,hubby say ok prefers olive juice jar olive
Great for bloody mary's!,5.0,positive,great bloody mary
great stuff!,5.0,positive,great stuff
Very satisfied,4.0,positive,satisfied
It's a little too dirty but we used the whole bottle in a couple of weeks.,3.0,positive,little dirty used whole bottle couple week
"Very tasty. Just the mix I was looking for, good quality.",5.0,positive,tasty mix looking good quality
"We have used other martini mixes, but this one is definitely the best. With a good vodka, the drinks are so smooth not bitter.",5.0,positive,used martini mix one definitely best good vodka drink smooth bitter
"Very, Very Good",5.0,positive,good
Love this for my dirty martinis. The taste is very good.,5.0,positive,love dirty martini taste good
Great addition to dirty martinis,5.0,positive,great addition dirty martini
Above and beyond!,5.0,positive,beyond
Super good!!!,5.0,positive,super good
"I like martinis about as dirty as they can come. This stuff is just the bomb! It's so much more flavorful than any olive juice I've tasted from olives in a jar. It's full bodied, not just briny.Go ahead.... you're DEFINITELY worth it.!",5.0,positive,like martini dirty come stuff bomb much flavorful olive juice ive tasted olive jar full bodied brinygo ahead youre definitely worth
Have always loved Dirty Sue. Arrives on time and works great in martini's.,5.0,positive,always loved dirty sue arrives time work great martini
it was everything I thought it would be and I would buy it again,5.0,positive,everything thought would would buy
So Far Dirty Sue Martini Mix is the BEST we have ever used!!! :-),5.0,positive,far dirty sue martini mix best ever used
Dirty Sue is the best mix for dirty martini's that I have found!,5.0,positive,dirty sue best mix dirty martini found
A staple that we now can't live without...makes the best dirty 'Tini's!,5.0,positive,staple cant live withoutmakes best dirty tinis
My go to for Dirty Martini's and it should be yours..,5.0,positive,go dirty martini
Good dirty mix. A bit expensive so gave it 4 stars.,4.0,positive,good dirty mix bit expensive gave star
Just the right mix to make my dirty martinis dirty!,5.0,positive,right mix make dirty martini dirty
I have tried every si gle kind of olive juice and have been extremely disappointed in all (even threw them out) in every case but Dirty Sue. This just can't be beat.,5.0,positive,tried every si gle kind olive juice extremely disappointed even threw every case dirty sue cant beat
GREAT.... TOO BAD IT ISN'T AVAILABLE LOCALLY..........,5.0,positive,great bad isnt available locally
This is the stuff. Delicious. I wanted to drink the bottle without the martini! I would definitely order thus again.,5.0,positive,stuff delicious wanted drink bottle without martini would definitely order thus
"Delicious. I recently went through a dirty martini phase and was frustrated with the inconsistent quality of my drinks. Some were fabulous while others tasted outright disgusting. A waste of precious quality vodka. I quickly figured out that for me, only salt brines will do. No vinegar.I was discarding a lot of expensive olives for the sake of a few drinks and thought surely there must be a source for brine only. I read reviews and ingredient lists until finding Dirty Sue. This product ain't cheap (it's salt water after all) but I was not disappointed. Like I said before, NO VINEGAR. I'm very pleased. Will be purchasing several bottles for Christmas and pairing them with a nice Vodka as gifts.",5.0,positive,delicious recently went dirty martini phase frustrated inconsistent quality drink fabulous others tasted outright disgusting waste precious quality vodka quickly figured salt brine vinegari discarding lot expensive olive sake drink thought surely must source brine read review ingredient list finding dirty sue product aint cheap salt water disappointed like said vinegar im pleased purchasing several bottle christmas pairing nice vodka gift
"Love it, but getting a little pricey. Order 1 18 oz instead of a 4 pack of 12 oz. May be making slightly less dirty martinis.",5.0,positive,love getting little pricey order oz instead pack oz may making slightly le dirty martini
Dirty Sue. The perfect companion for the perfect Martini. Will never cheat on her. Highly recommend you give her a try. There's enough love to go around. .,4.0,positive,dirty sue perfect companion perfect martini never cheat highly recommend give try there enough love go around
"If you want to make a good dirty martini, this is the stuff that is going to help you. It is the only Olive Juice my husband will take in his martinis and really the only one we ever have on hand always. Because we do entertain a lot, this gets bought often and is enjoyed by all.",5.0,positive,want make good dirty martini stuff going help olive juice husband take martini really one ever hand always entertain lot get bought often enjoyed
It makes the biggest difference. I tried to use brine as a substitute - horrible taste. It's the real deal. A true mixer. Can't mix another Dirty Martini without it.,5.0,positive,make biggest difference tried use brine substitute horrible taste real deal true mixer cant mix another dirty martini without
"Good stuff, one of the two best (the other being Olive Squeezins from FL) you can find on the market.",4.0,positive,good stuff one two best olive squeezins fl find market
"This product is great! I am a general manager at an upscale restaurant in Hollywood, CA and I was tired of having my bartenders taking the time to drain the brine out of jars of olives. It's a huge waste of time, and the olives when separated from the brine dry out almost immediately. Once I discovered Dirty Sue, not only did it fix these problems, but it allows me to offer my guests a much higher quality of olive juice. Let's face it, if a patron is going to order a high end gin or vodka martini, why would they want a sub par ingredient mixed with it",5.0,positive,product great general manager upscale restaurant hollywood ca tired bartender taking time drain brine jar olive huge waste time olive separated brine dry almost immediately discovered dirty sue fix problem allows offer guest much higher quality olive juice let face patron going order high end gin vodka martini would want sub par ingredient mixed
I cant even drink a dirty martini anymore if I dont have Dirty Sue. I use a shot of it in Bloody Mary's too. There is no comparison to the juice found in olive jars... this stuff is like the top-shelf of olive brine. I highly recommend it!,5.0,positive,cant even drink dirty martini anymore dont dirty sue use shot bloody mary comparison juice found olive jar stuff like topshelf olive brine highly recommend
"If you like dirty martini's, this is the only way to go! The tasteis outta this world and it's a superior juice than the stuff thatcomes in olive jars to preserve the olives. Ask for it at your local bar!!",5.0,positive,like dirty martini way go tasteis outta world superior juice stuff thatcomes olive jar preserve olive ask local bar
This is just what I have been looking for..as a lover of a good strong dirty martini I am known for having a refer full of juiceless olive jars. Dirty Sue was truly a find. I keep plenty of it stocked enough to share with my fiends and even those mere acquaintances that stop by.,5.0,positive,looking foras lover good strong dirty martini known refer full juiceless olive jar dirty sue truly find keep plenty stocked enough share fiend even mere acquaintance stop
Taste's great. No sugar free after taste. I mix with soda water.,5.0,positive,taste great sugar free taste mix soda water
excellent product very easy to use very useful when it comes to the holidays I highly recommend it if you are not skilled in the preparation of cocktails,5.0,positive,excellent product easy use useful come holiday highly recommend skilled preparation cocktail
"I liked all of the favors. I was pleasantly surprised that these didn't have that no calorie drink aftertaste. The alcohol of course adds calories but you save about 70 using these instead of the ones with calories. The Strawberry Lemonade was the best. I used cheaper tequila, Jose Cuervo, which was just fine.",5.0,positive,liked favor pleasantly surprised didnt calorie drink aftertaste alcohol course add calorie save using instead one calorie strawberry lemonade best used cheaper tequila jose cuervo fine
"I like the Modern Cocktail packs, but was a little misled by the description for this one on Amazon.Possibly not the manufacturer's fault - their package description is spot on.On Amazon it says something like 'add gin or vodka for Martinis and other similar drinks.'But this one is all formulated for Tequila - all the drinks are Margaritas or other tequila drinks.Instead of the sugar that comes with the other drinks, this one comes with salt.I am not saying it's bad - for 0 calories, obviously they couldn't use sugar. but i just assumed they would be just like the other mixes but made with nutrisweet or something.As long as you know what to expect - a much less sweet drink that goes better with tequila salt - then they are fine. of course, you can put whatever liquor you want in there, but i tried one with vodka and it just tasted odd to me.Here is exactly what the drinks are: Mango Skinny Margarita, Blood Orange Tequila Sunrise, Classic Skinny Margarita, Strawberry Tequila Lemonade, Acai Blueberry Skinny Margarita.",3.0,positive,like modern cocktail pack little misled description one amazonpossibly manufacturer fault package description spot onon amazon say something like add gin vodka martini similar drinksbut one formulated tequila drink margarita tequila drinksinstead sugar come drink one come salti saying bad calorie obviously couldnt use sugar assumed would like mix made nutrisweet somethingas long know expect much le sweet drink go better tequila salt fine course put whatever liquor want tried one vodka tasted odd mehere exactly drink mango skinny margarita blood orange tequila sunrise classic skinny margarita strawberry tequila lemonade acai blueberry skinny margarita
"This is a good product to acquire via commerce if you are desperate for a liquid to possess. It can be placed in a container. Swallowing it is possible. It can go in your mouth region. Alcohol is intended to go into it, and I personally recommend that you dilute these liquids with booze flavors. The boozeahol can help to momentarily distract you from the uncomfortable truth that the acai blueberry fluid tastes like you hijacked the Smurfs' Winnebago and put its tire in your mouth. All in all, these liquids do not contain dangerous solids which may choke you, so they successfully could be considered fluid. Drink them. Or else.",5.0,positive,good product acquire via commerce desperate liquid posse placed container swallowing possible go mouth region alcohol intended go personally recommend dilute liquid booze flavor boozeahol help momentarily distract uncomfortable truth acai blueberry fluid taste like hijacked smurfs winnebago put tire mouth liquid contain dangerous solid may choke successfully could considered fluid drink else
This drink is good im not a heavy drinker but a friend shared this drink with me and its light with a kick.,5.0,positive,drink good im heavy drinker friend shared drink light kick
Weekend to relax at home This review was collected as part of a promotion.,5.0,positive,weekend relax home review collected part promotion
Best Margarita for summer with Friends,5.0,positive,best margarita summer friend
I was so glad that this product was available on line and the delivery so quick as I was able to take this mixer with me to share at a cottage. Thank you. I will continue to purchase items on line. Grab and go is super convenient.,5.0,positive,glad product available line delivery quick able take mixer share cottage thank continue purchase item line grab go super convenient
Great for entertaining! I always have this on hand in my freezer. Makes an impressive drink by the pool!,5.0,positive,great entertaining always hand freezer make impressive drink pool
"I'm a bartender, this stuff is good!!! Try it, you will not regret it!!!",4.0,positive,im bartender stuff good try regret
Everything went as planed. No surprises. Thank you.,5.0,positive,everything went planed surprise thank
Had a pool party.... the margaritas were a real hit!,4.0,positive,pool party margarita real hit
"Cobblestone Bread Co. Original English Muffins are wonderful for breakfast sandwiches. Toasted and spread with butter and drizzled with honey or jam, What can I say Not enough for sure. You have to try them. Maybe for lunch with chicken salad Or a BLT when tomatoes are ripe and juicy. Any way, they are the BEST!",5.0,positive,cobblestone bread co original english muffin wonderful breakfast sandwich toasted spread butter drizzled honey jam say enough sure try maybe lunch chicken salad blt tomato ripe juicy way best
I like these better than Thomas English Muffins. The texture and pre-slitting is better.,4.0,positive,like better thomas english muffin texture preslitting better
"Cobblestone English Muffins, Wheat, 6ct. Are they 'spose to be SO Doughy Hard to slice 'cuz the doughy inside balls-up. Taste very good, (only after toasting till the edges burn)",3.0,positive,cobblestone english muffin wheat ct spose doughy hard slice cuz doughy inside ballsup taste good toasting till edge burn
These English Muffins are very good and they are half the price of others.,5.0,positive,english muffin good half price others
"I love the Cobblestone Original English Muffins. Being from New England, these are the type of English Muffins I am used to. I don't like those other ones with the nooks and crannies. In New England, you can find this type in every grocery store, not necessarily the Cobblestone brand. It's hard to find this type in the south. Seems like they only sell Thomas's which are gross. Sometimes I can find these at Food Lion but my Walmart doesn't even have a spot on the shelf.",5.0,positive,love cobblestone original english muffin new england type english muffin used dont like one nook cranny new england find type every grocery store necessarily cobblestone brand hard find type south seems like sell thomas gross sometimes find food lion walmart doesnt even spot shelf
This product is as good as if not better. Stays fresher longer and their other products are very good as well.,5.0,positive,product good better stay fresher longer product good well
"Bought these just to try them out.... they were great... flavorful, crispy when lightly toasted.. we will definitely buy them again.",5.0,positive,bought try great flavorful crispy lightly toasted definitely buy
first time trying these... really good,5.0,positive,first time trying really good
Great much better than the name brand,4.0,positive,great much better name brand
Doesn't have nooks and crannies but for the price I really enjoy them.,5.0,positive,doesnt nook cranny price really enjoy
Not soft like Orowheat!!,2.0,negative,soft like orowheat
Dry enough but not overpowering.,4.0,positive,dry enough overpowering
This Chardonnay pairs great with all types of meals and also seems to appease all wine drinkers. Good choice for large gatherings. Great value and guests are happy with the quality.,4.0,positive,chardonnay pair great type meal also seems appease wine drinker good choice large gathering great value guest happy quality
"This is my favorite brand and size...........I drink it instead of V-8 for breakfast, along with an occasional true Bloody Mary when I am entertaining friends. My only complaint is the delivery packaging of a pack of 6 - the box was delivered upside down and was ripped - the contents, thankfully, were not damaged. It would help if the outer box was labeled THIS SIDE UP !!",5.0,positive,favorite brand sizei drink instead v breakfast along occasional true bloody mary entertaining friend complaint delivery packaging pack box delivered upside ripped content thankfully damaged would help outer box labeled side
I love this product and drink usually an 8 oz bottle daily with nothing in it but the mix. It is like Snappy Tom but I like it better. The last time I ordered a case of it and it is almost gone already. If you like a spicy tomato drink I highly recommend it.,5.0,positive,love product drink usually oz bottle daily nothing mix like snappy tom like better last time ordered case almost gone already like spicy tomato drink highly recommend
"I love this and drink it without alcohol every day. But, it is practically non existent in the stores. You can find Bold Spicy but not this. And why does this cost almost 2.00 more per bottle then the Bold Spicy",5.0,positive,love drink without alcohol every day practically non existent store find bold spicy cost almost per bottle bold spicy
